customerId,DistinctItems,DistinctLocs,NetSpend,DistinctCities,DistinctState,DaysSinceCustContact,dillards_crd,t_email_read_Percent,Subscribed
225979861,13,1,427.34,1,1,139,N,0,N
143895406,12,3,425.7,3,3,6117,Y,100,N
225268788,6,2,424.03,2,2,210,Y,88,N
213267860,6,2,422.9,2,2,1240,N,15,N
226141559,7,1,418.32,1,1,124,N,60,N
139536793,4,3,416.24,3,2,6169,Y,100,N
212221059,17,1,415.12,1,1,1322,N,48,N
225927465,6,1,415,1,1,144,Y,13,N
193342912,14,3,410.01,3,2,2716,N,100,N
201431373,15,1,405.33,1,1,2026,N,2,N
218888071,3,1,404.75,1,1,811,N,15,N
226185996,7,1,404,1,1,117,Y,0,N
220670938,2,2,401.8,2,1,652,N,0,N
222857173,6,2,399.71,2,1,434,Y,21,N
224982367,1,1,398,1,1,240,N,5,Y
224195328,3,1,397,1,1,302,N,3,N
223460164,19,1,396.54,1,1,375,N,0,N
218034080,6,1,395.97,1,1,887,N,0,N
226027114,1,1,395,1,1,135,N,6,N
226127903,5,1,392.99,1,1,123,N,100,N
226037847,6,1,392,1,1,135,N,4,N
226334901,3,1,391,1,1,103,N,33,N
182014936,7,1,390.5,1,1,3828,N,0,N
226312175,5,1,389,1,1,104,N,60,N
224805469,13,3,383.26,2,2,260,N,100,N
224798142,4,2,382,2,2,261,N,0,N
222282877,12,1,381.18,1,1,489,N,20,N
223268209,8,2,380,2,1,391,N,0,N
226292061,4,1,379.98,1,1,107,N,100,N
181914209,11,3,377.23,3,2,3849,Y,3,N
226055826,3,1,377,1,1,132,N,9,N
201550421,9,2,373.99,2,1,2022,N,100,N
225320815,6,3,372.56,3,2,206,N,0,N
225811073,4,1,371.49,1,1,157,N,5,N
208204765,9,2,370.88,2,1,1592,Y,30,N
223604703,48,1,370.57,1,1,358,N,33,N
126603969,6,2,368.68,2,2,5905,N,84,N
120596535,14,2,368.66,1,1,6470,Y,85,N
217652871,10,1,367.44,1,1,919,N,24,N
192563078,2,1,367,1,1,2792,N,56,N
181247141,20,2,365.3,2,2,3900,N,79,Y
188893129,2,2,364.31,2,2,3207,Y,0,N
134498248,4,1,363.68,1,1,4248,N,12,N
115823054,15,1,363.26,1,1,6470,Y,58,N
223076053,8,1,362.57,1,1,411,N,9,N
207059361,9,1,359.5,1,1,1669,Y,91,N
200179031,24,1,356.7,1,1,3841,Y,64,N
225059362,14,1,356.17,1,1,231,Y,0,N
188551953,6,2,355.09,2,1,3240,N,11,N
213351647,1,1,349,1,1,1235,N,10,N
223195159,18,1,348.16,1,1,397,N,6,N
226235806,7,1,347.29,1,1,113,N,0,N
120953957,2,1,345,1,1,6470,N,0,N
223989708,15,2,343.8,2,2,318,N,5,N
225439509,18,2,340.88,1,1,193,N,0,N
225955691,2,1,338,1,1,142,N,37,N
226314931,2,1,338,1,1,104,N,33,N
120506888,3,2,337.59,2,2,6470,N,3,N
223246149,2,1,337.5,1,1,394,N,0,N
171276219,7,1,337.39,1,1,4979,Y,21,N
181702279,9,1,335.54,1,1,3867,Y,0,N
226023589,6,1,334.8,1,1,136,N,24,N
226324704,5,1,332.8,1,1,103,N,0,N
224125816,5,3,332.64,3,2,306,N,0,N
223715995,11,3,332.47,3,2,346,N,9,N
132245740,12,2,331.16,2,2,6470,N,0,N
121041709,14,3,330.42,2,2,6470,Y,67,N
226278109,12,3,329.42,2,2,109,N,43,N
135340248,5,2,328.5,2,2,6470,Y,100,N
225846724,7,2,326.8,2,2,153,N,0,N
220540391,7,1,326.47,1,1,661,N,37,Y
223919174,3,2,326,2,2,325,N,0,N
226024198,4,1,323.97,1,1,136,N,7,N
222810260,9,1,323.63,1,1,433,N,23,N
225143532,3,1,323,1,1,221,N,65,N
215374791,10,1,319.88,1,1,1063,N,42,N
219580771,8,1,318.8,1,1,752,Y,8,Y
122800081,4,1,317.45,1,1,6470,N,34,N
226302276,6,1,315.35,1,1,106,N,100,N
154439545,7,2,314.84,2,2,5041,Y,29,N
212529064,5,1,313.08,1,1,1298,N,31,N
186527818,7,2,312.9,2,2,3574,N,0,Y
225364966,5,1,311.56,1,1,202,N,0,Y
225023066,5,1,310.45,1,1,236,N,3,N
135602624,7,1,308.25,1,1,6470,N,15,N
179242173,2,2,307.6,2,2,4050,N,4,N
224916152,3,2,306.5,1,1,248,Y,0,N
224630317,8,1,304.91,1,1,277,N,98,N
225169160,5,2,303,2,2,220,N,19,N
115856495,5,1,302.98,1,1,6470,N,0,N
225353418,5,2,301.65,2,2,203,N,0,N
221681260,3,1,301.5,1,1,553,N,3,Y
173066086,8,1,301.2,1,1,4360,Y,100,N
213423576,6,1,300.5,1,1,1229,N,8,N
224562570,5,1,299.85,1,1,280,N,0,Y
226308058,2,1,299,1,1,104,N,14,N
223890192,7,1,298.67,1,1,327,N,7,Y
182069862,2,1,298,1,1,3828,N,58,N
201367178,4,1,297,1,1,2030,N,100,N
226354343,3,1,296.99,1,1,102,Y,0,N
214989450,4,2,296.98,2,2,1094,N,77,N
174674073,8,1,295.64,1,1,4257,Y,23,N
204235901,12,2,294.9,2,2,1851,N,3,Y
209837190,8,3,292.98,3,2,1480,N,9,N
192055602,4,1,292.2,1,1,2848,N,37,N
224265216,18,1,291.63,1,1,298,N,83,N
225914326,5,1,291.33,1,1,146,N,93,N
225051961,5,1,290.82,1,1,232,N,0,N
155644507,5,1,290,1,1,4346,N,67,N
226228113,4,2,288.9,2,2,114,N,7,N
203184915,10,1,287.05,1,1,1930,N,0,N
224483595,6,2,283.49,2,2,285,N,4,N
225095647,3,1,281.2,1,1,228,N,29,N
198866048,7,1,280.23,1,1,2253,Y,0,N
187538554,2,2,278.1,2,2,3373,N,31,N
117700701,10,2,276.77,2,2,6470,N,8,N
225206530,7,1,274.47,1,1,216,N,13,N
207799518,7,3,272.39,3,1,1622,Y,13,N
225411183,1,1,269.25,1,1,198,Y,5,Y
213227485,3,1,269,1,1,1244,N,65,N
223000501,2,2,267.25,2,2,418,N,0,N
159584462,10,1,267.1,1,1,4938,N,10,N
213329341,7,2,266.24,2,1,1237,N,95,N
181856108,4,1,266,1,1,3847,N,33,N
126943281,4,3,265.99,3,2,5063,N,20,N
147748778,4,1,265.8,1,1,5704,N,18,N
116695291,5,2,264.75,2,2,6169,N,77,N
202079356,12,2,263.28,2,1,1994,N,17,N
143443993,12,2,262.84,2,2,5718,Y,79,N
222760507,4,2,262.15,2,2,439,N,5,N
224210790,2,1,262,1,1,299,N,0,N
226263274,2,1,259.99,1,1,110,N,50,N
223801853,8,1,256.9,0,0,336,N,12,Y
224246550,10,1,256.8,1,1,299,N,0,N
129954822,4,1,256.5,1,1,3898,N,6,N
209925578,8,2,256.15,2,1,1468,N,21,Y
195877929,13,2,253.88,2,1,2414,Y,2,Y
225659720,6,2,253.17,1,1,174,N,12,N
213739383,17,1,252.68,1,1,1197,Y,0,N
224567075,3,1,252,1,1,280,N,9,N
